name,id,description,type,tier,boss,arena,image,equipped_by,name_zh,stats.attack.base,materials,dropped_by,cures,quests,gives,stats.magic.base,causes,stats.defense.base,stats.ward.base,element,view_distance,stats.dexterity.base,stats.mana.base,stats.crit.base,stats.resistance.base,stats.hp.base,prevents
Storm Arrows,753,"A quiver of arrows that are charged with the power of the sky. Carrying these arrows in your off-hand gives the chance to paralyze an opponent, at the expense of Ward.",Off-hand,3,false,true,wards/storm_arrows.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",風暴箭矢,12,"[{""id"":265,""name"":""Lightningstone""},{""id"":283,""name"":""Wood""}]",---,---,---,---,---,"[""Paralyzed""]",---,-25,---,---,---,---,---,---,---,---
Sorcerer's Scroll,754,A scroll containing knowledge of basic magic. It improves one's magic and mana at the sacrifice of Ward.,Off-hand,5,false,true,wards/scroll_blue.png,"[{""id"":2,""name"":""Mage""}]",巫師的卷軸,---,"[{""id"":273,""name"":""Runestone""}]",---,---,---,---,24,---,---,-15,---,---,---,80,---,---,---,---
Alpha Myrddin Hood,755,"One of the notoriously recognizable hoods of Merlin, the famed Avalon sorcerer",Head,5,true,false,armor/royal_hood.png,"[{""id"":2,""name"":""Mage""}]",α梅爾丁兜帽,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,24,---,---,---,---,20,---,117,---,---
Gamma Myrddin Cloak,756,"One of the notoriously recognizable robes of Merlin, the famed Avalon sorcerer. It can protect its wearer from having their resistance lowered.",Armor,8,true,false,armor/arcane_robe.png,"[{""id"":3,""name"":""Thief""}]",γ梅爾丁披風,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,190,---,---,---,60,---,---,130,---,---
Gamma Myrddin Cowl,757,"One of the notoriously recognizable hoods of Merlin, the famed Avalon sorcerer.",Head,8,true,false,armor/royal_hood.png,"[{""id"":3,""name"":""Thief""}]",γ梅爾丁風帽,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,192,---,---,---,56,56,---,---,---,---
Alpha Myrddin Cloak,758,"One of the notoriously recognizable robes of Merlin, the famed Avalon sorcerer. It can protect its wearer from having their resistance lowered.",Armor,5,true,false,armor/arcane_robe.png,"[{""id"":3,""name"":""Thief""}]",α梅爾丁披風,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,115,---,---,---,24,---,---,55,---,---
Alpha Myrddin Shield,759,A relic of Merlin's eccentric collection.,Off-hand,5,true,false,wards/avalon_shield.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",α梅爾丁盾,---,---,"[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,---,16,---,---,---,---,---,---,88,---
Zeta Myrddin Hood,760,"One of the notoriously recognizable hoods of Merlin, the famed Avalon sorcerer.",Head,9,true,false,armor/royal_hood.png,"[{""id"":2,""name"":""Mage""}]",ζ梅爾丁兜帽,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,124,---,---,---,---,68,---,217,---,---
Zeta Myrddin Cloak,761,"One of the notoriously recognizable robes of Merlin, the famed Avalon sorcerer. It can protect its wearer from having their resistance lowered.",Armor,9,true,false,armor/arcane_robe.png,"[{""id"":3,""name"":""Thief""}]",ζ梅爾丁披風,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,215,---,---,---,72,---,---,155,---,---
Gamma Myrddin,762,"One of the notoriously recognizable archistaves of Merlin, the famed Avalon sorcerer. Spells cast by this staff can occasionally lower an opponent's defenses.",Weapon,8,true,false,weapons/black_witch_staff.png,"[{""id"":2,""name"":""Mage""}]",γ梅爾丁,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":283,""name"":""Wood""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,193,"[""T. Def ↓"",""T. Res ↓""]",---,---,---,---,---,76,---,---,60,---
Merlin's Ring,763,"Magical ring of Merlin, the famed sorcerer of Avalon. Those who are not trained in the magical arts can equip this ring to sacrifice physical strength for magic power.",Accessory,4,true,false,acc/mage_ring.png,"[{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",梅林的戒指,-110,---,"[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,64,---,---,---,---,---,---,24,---,---,---,---
Myrddin Harp,764,Harp found in Merlin's eccentric collection. It can grant elemental protection.,Weapon,8,true,false,weapons/gold_harp.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",梅爾丁豎琴,172,---,"[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,"[""Fire Def"",""Water Def"",""Earth Def"",""Lightning Def"",""Holy Def"",""Dark Def""]",172,---,---,---,---,---,---,---,---,---,---,---
Zeta Myrddin,765,"One of the notoriously recognizable archistaves of Merlin, the famed Avalon sorcerer. Spells cast by this staff can occasionally lower an opponent's defenses.",Weapon,9,true,false,weapons/black_witch_staff.png,"[{""id"":2,""name"":""Mage""}]",ζ梅爾丁,---,"[{""id"":513,""name"":""Avalon Ore""},{""id"":268,""name"":""Perfect Runestone""},{""id"":283,""name"":""Wood""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,218,"[""T. Def ↓"",""T. Res ↓""]",---,---,---,---,---,88,---,---,72,---
Delta Myrddin,766,"One of the notoriously recognizable archistaves of Merlin, the famed Avalon sorcerer. Spells cast by this staff can occasionally lower an opponent's defenses.",Weapon,7,true,false,weapons/black_witch_staff.png,"[{""id"":2,""name"":""Mage""}]",δ梅爾丁,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":283,""name"":""Wood""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,168,"[""T. Def ↓"",""T. Res ↓""]",---,---,---,---,---,64,---,---,48,---
Beta Myrddin,767,"One of the notoriously recognizable archistaves of Merlin, the famed Avalon sorcerer. Spells cast by this staff can occasionally lower an opponent's defenses.",Weapon,6,true,false,weapons/black_witch_staff.png,"[{""id"":2,""name"":""Mage""}]",β梅爾丁,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":283,""name"":""Wood""}]","[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,143,"[""T. Def ↓"",""T. Res ↓""]",---,---,---,---,---,52,---,---,36,---
Beta Myrddin Cowl,768,"One of the notoriously recognizable hoods of Merlin, the famed Avalon sorcerer.",Head,6,true,false,armor/royal_hood.png,"[{""id"":3,""name"":""Thief""}]",β梅爾丁風帽,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,142,---,---,---,32,32,---,---,---,---
Beta Myrddin Hood,769,"One of the notoriously recognizable hoods of Merlin, the famed Avalon sorcerer.",Head,6,true,false,armor/royal_hood.png,"[{""id"":2,""name"":""Mage""}]",β梅爾丁兜帽,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,49,---,---,---,---,32,---,142,---,---
Delta Myrddin Hood,770,"One of the notoriously recognizable hoods of Merlin, the famed Avalon sorcerer.",Head,7,true,false,armor/royal_hood.png,"[{""id"":2,""name"":""Mage""}]",δ梅爾丁兜帽,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,74,---,---,---,---,44,---,167,---,---
Zeta Myrddin Cowl,771,"One of the notoriously recognizable hoods of Merlin, the famed Avalon sorcerer.",Head,9,true,false,armor/royal_hood.png,"[{""id"":3,""name"":""Thief""}]",ζ梅爾丁風帽,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,217,---,---,---,68,68,---,---,---,---
Alpha Myrddin Robe,772,"One of the notoriously recognizable robes of Merlin, the famed Avalon sorcerer. It can protect its wearer from having their resistance lowered.",Armor,5,true,false,armor/arcane_robe.png,"[{""id"":2,""name"":""Mage""}]",α梅爾丁法袍,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,---,---,---,---,---,---,---,118,---,---
Gamma Myrddin Robe,773,"One of the notoriously recognizable robes of Merlin, the famed Avalon sorcerer. It can protect its wearer from having their resistance lowered.",Armor,8,true,false,armor/arcane_robe.png,"[{""id"":2,""name"":""Mage""}]",γ梅爾丁法袍,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,---,---,---,---,---,---,---,193,---,---
Zeta Myrddin Robe,774,"One of the notoriously recognizable robes of Merlin, the famed Avalon sorcerer. It can protect its wearer from having their resistance lowered.",Armor,9,true,false,armor/arcane_robe.png,"[{""id"":2,""name"":""Mage""}]",ζ梅爾丁法袍,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,---,---,---,---,---,---,---,218,---,---
Delta Myrddin Cloak,775,"One of the notoriously recognizable robes of Merlin, the famed Avalon sorcerer. It can protect its wearer from having their resistance lowered.",Armor,7,true,false,armor/arcane_robe.png,"[{""id"":3,""name"":""Thief""}]",δ梅爾丁披風,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,165,---,---,---,48,---,---,105,---,---
Merlin's Concoction,776,"One of the rare potions of Merlin, the famed Avalon sorcerer. It grants immense, but temporary, magical prowess.",Other,3,true,false,useables/magic_tonic.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",梅林的魔劑,---,---,"[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,"[""T. Mag ↑↑↑""]",---,---,---,---,---,---,---,---,---,---,---,---
Gamma Myrddin Hood,777,"One of the notoriously recognizable hoods of Merlin, the famed Avalon sorcerer.",Head,8,true,false,armor/royal_hood.png,"[{""id"":2,""name"":""Mage""}]",γ梅爾丁兜帽,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,99,---,---,---,---,56,---,192,---,---
Delta Myrddin Cowl,778,"One of the notoriously recognizable hoods of Merlin, the famed Avalon sorcerer.",Head,7,true,false,armor/royal_hood.png,"[{""id"":3,""name"":""Thief""}]",δ梅爾丁風帽,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,167,---,---,---,44,44,---,---,---,---
Beta Myrddin Shield,779,A relic of Merlin's eccentric collection.,Off-hand,6,true,false,wards/avalon_shield.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",β梅爾丁盾,---,---,"[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,---,19,---,---,---,---,---,---,100,---
Beta Myrddin Cloak,780,"One of the notoriously recognizable robes of Merlin, the famed Avalon sorcerer. It can protect its wearer from having their resistance lowered.",Armor,6,true,false,armor/arcane_robe.png,"[{""id"":3,""name"":""Thief""}]",β梅爾丁披風,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,140,---,---,---,36,---,---,80,---,---
Merlin's Scroll,781,"A scroll containing knowledge of a Merlin's lost arts. It improves one's mana at the sacrifice of Ward, while adding a chance to lower an opponent's attack power to spells.",Off-hand,6,true,false,wards/scroll_purple.png,"[{""id"":2,""name"":""Mage""}]",梅林的卷軸,---,---,"[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,"[""T. Att ↓""]",---,-25,---,---,---,80,---,---,---,---
Lady of the Lake,782,"A relic of Merlin's eccentric collection, this sword grants increases to all stats at the expense of attack power.",Weapon,7,true,false,weapons/blue_flame.png,"[{""id"":1,""name"":""Warrior""}]",湖中妖女,120,"[{""id"":266,""name"":""Mythril""},{""id"":268,""name"":""Perfect Runestone""}]","[{""id"":312,""name"":""Arisen Merlin""},{""id"":439,""name"":""Finesse""}]",---,---,---,44,---,44,2,---,---,44,44,---,44,---,---
Alpha Myrddin,783,"One of the notoriously recognizable archistaves of Merlin, the famed Avalon sorcerer. Spells cast by this staff can occasionally lower an opponent's defenses.",Weapon,5,true,false,weapons/black_witch_staff.png,"[{""id"":2,""name"":""Mage""}]",α梅爾丁,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":283,""name"":""Wood""}]","[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,118,"[""T. Def ↓"",""T. Res ↓""]",---,---,---,---,---,40,---,---,24,---
Delta Myrddin Shield,784,A relic of Merlin's eccentric collection.,Off-hand,7,true,false,wards/avalon_shield.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",δ梅爾丁盾,---,---,"[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,---,22,---,---,---,---,---,---,112,---
Lass of the Lake,785,"A relic of Merlin's eccentric collection, this dagger grants increased attack power at the expense of other stats.",Off-hand,6,true,false,wards/rune_dagger.png,"[{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",湖中少女,22,---,"[{""id"":312,""name"":""Arisen Merlin""},{""id"":439,""name"":""Finesse""}]",---,---,---,-12,---,-12,-12,---,---,---,---,---,-12,---,---
Gamma Myrddin Shield,786,A relic of Merlin's eccentric collection.,Off-hand,8,true,false,wards/avalon_shield.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",γ梅爾丁盾,---,---,"[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,---,25,---,---,---,---,---,---,124,---
Zeta Myrddin Shield,787,A relic of Merlin's eccentric collection.,Off-hand,9,true,false,wards/avalon_shield.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",ζ梅爾丁盾,---,"[{""id"":513,""name"":""Avalon Ore""},{""id"":268,""name"":""Perfect Runestone""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,---,28,---,---,---,---,---,---,136,---
Delta Myrddin Robe,788,"One of the notoriously recognizable robes of Merlin, the famed Avalon sorcerer. It can protect its wearer from having their resistance lowered.",Armor,7,true,false,armor/arcane_robe.png,"[{""id"":2,""name"":""Mage""}]",δ梅爾丁法袍,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,---,---,---,---,---,---,---,168,---,---
Beta Myrddin Robe,789,"One of the notoriously recognizable robes of Merlin, the famed Avalon sorcerer. It can protect its wearer from having their resistance lowered.",Armor,6,true,false,armor/arcane_robe.png,"[{""id"":2,""name"":""Mage""}]",β梅爾丁法袍,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,---,---,---,---,---,---,---,143,---,---
Alpha Myrddin Cowl,790,"One of the notoriously recognizable hoods of Merlin, the famed Avalon sorcerer.",Head,5,true,false,armor/royal_hood.png,"[{""id"":3,""name"":""Thief""}]",α梅爾丁風帽,---,"[{""id"":268,""name"":""Perfect Runestone""},{""id"":275,""name"":""Silver""}]","[{""id"":413,""name"":""Fallen Merlin""},{""id"":312,""name"":""Arisen Merlin""}]",---,---,---,---,---,117,---,---,---,20,20,---,---,---,---
Greatbow,791,Large bow often carried by rangers of the wood.,Weapon,1,false,true,weapons/bow.png,"[{""id"":3,""name"":""Thief""}]",大弓,19,"[{""id"":283,""name"":""Wood""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Gungnir,792,"A mighty spear forged by dwarves for the great Nothren god, Odin. This spear can easily pierce an opponent's defenses, but must be wielded with both hands.",Weapon,10,true,false,weapons/gungnir.png,"[{""id"":1,""name"":""Warrior""}]",岡格尼爾,290,"[{""id"":266,""name"":""Mythril""},{""id"":708,""name"":""Perfect Baldur""},{""id"":283,""name"":""Wood""}]","[{""id"":313,""name"":""Odin""}]",---,---,---,---,"[""T. Def ↓"",""T. Res ↓""]",---,35,---,---,---,---,---,---,---,---
Acolyte Staff,793,A knotted staff of a follower of Mammon.,Weapon,10,false,false,weapons/acolyte_staff.png,"[{""id"":2,""name"":""Mage""}]",追隨者法杖,---,"[{""id"":273,""name"":""Runestone""},{""id"":275,""name"":""Silver""},{""id"":283,""name"":""Wood""}]","[{""id"":321,""name"":""Mammon Acolyte""}]",---,---,---,242,---,---,---,---,---,---,---,---,---,---,---
Lyonesse Sword,794,Sword of a Lyonesse knight.,Weapon,10,false,false,weapons/lyon_sword.png,"[{""id"":1,""name"":""Warrior""}]",里昂內斯之劍,244,"[{""id"":795,""name"":""Lyonite""}]","[{""id"":328,""name"":""Lyonesse Knight""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
